ID,Chance_of_Admit
362,0.9267946602072767
74,0.7729230229637641
375,0.5703894859040209
156,0.698678963868265
105,0.7883222232385677
395,0.8758143458961097
378,0.47435773812687193
125,0.637184723008067
69,0.8120063643005294
451,0.7861367773265213
10,0.7038849026534925
195,0.7161394098506434
407,0.6740554888097952
85,0.9185721862215387
372,0.8316328534361519
389,0.5012579714072251
496,0.8306244876653099
31,0.6055424982456482
317,0.5319391649325929
409,0.5544327940131571
491,0.6514175359209003
492,0.538815193348519
281,0.7199787457948631
357,0.7743099186906406
77,0.7622000548202513
462,0.6187183964659263
498,0.9248599940142668
212,0.8490244151139583
102,0.6533148502776156
335,0.7320554008320643
476,0.554844674571504
337,0.7140605586432046
441,0.5646364247433291
174,0.8680275033702226
3,0.6476921857666946
334,0.7331586043208653
410,0.5575328713904574
71,0.9284788298552524
210,0.6393135689526612
64,0.7012507974790335
385,0.9272741785713994
94,0.5558827837995736
486,0.6845918323243992
186,0.8496887023864764
34,0.9249473159998636
78,0.5996600586577763
1,0.9340109403051163
12,0.8202038535082526
416,0.7748454435494249
23,0.910606678093283
73,0.8792351805432141
183,0.5555375593785197
132,0.6734514740053971
411,0.5084652805537513
194,0.9333791055157558
56,0.6371699388380059
149,0.9350321836757055
19,0.7297755030250532
205,0.6476464334202316
79,0.49060131484189046
495,0.62432955336866
263,0.6849665788231092
324,0.6059791588280886
484,0.5822480881264029
80,0.46450804163741616
40,0.6153450973480513
452,0.8752237043656063
47,0.8905012691086186
239,0.6675137080894015
392,0.6908789476743459
353,0.6229789960590593
342,0.7707819516135997
278,0.6948725227923512
291,0.575552157138355
318,0.5478317429120931
305,0.6517323091738664
269,0.8332746443155643
70,0.8679073337445439
456,0.5301687248114074
466,0.6427676688217833
155,0.725485394478962
83,0.8562165356473026
478,0.6302584532039415
173,0.8379447778445093
322,0.7265887967000069
91,0.6621137796595145
181,0.6187227886238358
415,0.7416410347113881
313,0.7577655521310823
279,0.6806277231400123
382,0.7401253907498816
473,0.893418107318653
363,0.909236334053543
325,0.6797310576420486
432,0.7776172646877314
348,0.46533268130890765
87,0.693630207791996
76,0.7625126250717212
439,0.7289654718893349
16,0.6766406121101456
