ID,Chance_of_Admit
362,0.9308351847756823
74,0.7771742104191943
375,0.5729274921882735
156,0.7024349090935963
105,0.7857297796306757
395,0.8787113056136362
378,0.4788489020394298
125,0.636458038953526
69,0.813369608562203
451,0.7858494616622341
10,0.7106016808398644
195,0.715221547254173
407,0.6764308378612403
85,0.9261606572857195
372,0.8381027792068965
389,0.5057616494523232
496,0.8351099641888331
31,0.6008963743691428
317,0.5389035244683834
409,0.5511028576484339
491,0.6443850718184617
492,0.5377786827214154
281,0.7210755104149316
357,0.7690324413479973
77,0.756365580852204
462,0.6124549972556499
498,0.9319703366036681
212,0.8499236217754675
102,0.6455609524069991
335,0.7355485288584017
476,0.5555601852777156
337,0.721117629019307
441,0.5648969660529108
174,0.8722908622196954
3,0.6360092429956998
334,0.7298636804238203
410,0.5561390451792357
71,0.9365928263739419
210,0.6371737576812017
64,0.6890812270273885
385,0.9367277174156023
94,0.5447150452702505
486,0.672984857737079
186,0.8513878109876332
34,0.9337263636797791
78,0.6024335324144336
1,0.9393670238017904
12,0.8155893836571685
416,0.7722939642394966
23,0.9198799021524577
73,0.8960356755904092
183,0.5532469252338933
132,0.6799937569004375
411,0.4998786988301653
194,0.9414320654971979
56,0.6421111459238411
149,0.9386107136427594
19,0.7363559034569012
205,0.6507599383282526
79,0.48127270492104735
495,0.6195572367404103
263,0.6751560455058396
324,0.6087025315609456
484,0.5794473128123138
80,0.4642830070794533
40,0.6062185651512239
452,0.8809227449485615
47,0.8966503350142124
239,0.6671243779277977
392,0.6978843549324507
353,0.6188879567180288
342,0.7646380023825765
278,0.7007323392223229
291,0.5712290139848891
318,0.5531401298920813
305,0.6394661948361163
269,0.84372673105795
70,0.8697941513346331
456,0.5268400464123306
466,0.6360913120137686
155,0.728338375851378
83,0.875853569149527
478,0.6366456085262808
173,0.8440796734277902
322,0.7242487672104497
91,0.65080622405598
181,0.6203721510160906
415,0.7411469901265588
313,0.7660740831202395
279,0.6732434606144195
382,0.7344319122190864
473,0.9013066007540724
363,0.9121646221277713
325,0.6813776383037851
432,0.7782058106951946
348,0.469993944046726
87,0.6964206409175738
76,0.7590443755266714
439,0.7252523061032953
16,0.6823863881998091
